assetId,priority,ocrStatus,resolvedRelativePath,resolvedPath,extension,sourceBytes,sourceMtime,sourceSha1,cachedOcrMarkdownPath,ocrMarkdownPath,ocrGeneratedAt,ocrChars,ocrDurationSec,attemptCount,lastError,linkedMdCount,linkedMdPaths,articleUpdatedDates,maxArticleUpdatedDate,articleUrls,needsReocr,mineruTaskId,errorCategory
9c65cf899e056849,40,error,admin/st/images/extracurricular_activities_section/20170519150428農業好點子EDM.jpg,/mnt/project/input/www/admin/st/images/extracurricular_activities_section/20170519150428農業好點子EDM.jpg,.jpg,1811226,2026-05-21T10:57:30,,,,,,,1,Preflight unsupported file: MinerU detected unsupported file type: psd,1,學務處_content_[轉知] 2017農業好點子群眾集資競賽_1254.md,2017/8/31 上午 02:08:40,2017/8/31 上午 02:08:40,https://www.yzu.edu.tw/admin/st/index.php/tw/?option=com_content&view=article&id=1254,Y,,unsupported_file_type
cf3fa9cbefd3a12b,40,error,library/images/main/news/1102/20220504-SD.jpg,/mnt/project/input/www/library/images/main/news/1102/20220504-SD.jpg,.jpg,1826605,2026-05-21T11:15:48,,,,,,,1,Preflight unsupported file: jpeg extension with non-jpeg content,1,圖書館_content_ScienceDirect有獎徵答－食品化學_1450.md,2022/5/4 上午 08:24:30,2022/5/4 上午 08:24:30,https://www.yzu.edu.tw/library/index.php/tw/20220504-2,Y,,extension_content_mismatch
77b58325ab46c8dc,40,error,admin/rd/images/201707200850251060004708_Attach01.jpg,/mnt/project/input/www/admin/rd/images/201707200850251060004708_Attach01.jpg,.jpg,2751906,2026-05-21T10:31:14,,,,,,,1,Preflight unsupported file: MinerU detected unsupported file type: psd,1,研究發展處_content_桃園市政府青年事務局「桃園市中壢區國際文化交流青驛棧ROT促_1145.md,2017/7/24 上午 06:54:49,2017/7/24 上午 06:54:49,- **文章簡介**: 主旨：桃園市中壢區國際文化交流青驛棧ROT促參案，106年7月19日已正式公告於財政部民間參與公共建設資訊網，請轉知所屬（業者及餐旅科系），歡迎各界評估投資，請查照。,Y,,unsupported_file_type
cdb43049411dca20,40,error,admin/st/images/OSA/畢業典禮/2017年畢業典禮_畢業生_位置圖.jpg,/mnt/project/input/www/admin/st/images/OSA/畢業典禮/2017年畢業典禮_畢業生_位置圖.jpg,.jpg,2959611,2026-05-21T10:56:50,,,,,,,1,Preflight unsupported file: jpeg extension with non-jpeg content,1,學務處_content_105學年度(2017年)今畢輝煌畢業典禮_1170.md,2023/3/29 上午 02:55:27,2023/3/29 上午 02:55:27,https://www.yzu.edu.tw/admin/st/index.php/tw/?option=com_content&view=article&id=1170,Y,,extension_content_mismatch
847d065dde022183,40,error,library/images/main/news/1102/20220510-librarian.jpg,/mnt/project/input/www/library/images/main/news/1102/20220510-librarian.jpg,.jpg,3938664,2026-05-21T11:15:48,,,,,,,1,Preflight unsupported file: jpeg extension with non-jpeg content,1,圖書館_content_【轉知】《公共圖書館員》電影特映暨映後座談活動_1458.md,2022/5/10 上午 08:18:59,2022/5/10 上午 08:18:59,https://www.yzu.edu.tw/library/index.php/tw/20220510-1,Y,,extension_content_mismatch
bdb90249ac3a1046,40,error,admin/rd/files/20220816140823111AL00414_1_16114122029.jpg,/mnt/project/input/www/admin/rd/files/20220816140823111AL00414_1_16114122029.jpg,.jpg,5025099,2026-05-21T10:27:20,,,,,,,1,Preflight unsupported file: MinerU detected unsupported file type: psd,1,研究發展處_content_新竹縣政府教育局 「青春靚點子-學生創業挑戰賽」_4786.md,2022/8/22 上午 07:22:20,2022/8/22 上午 07:22:20,https://www.yzu.edu.tw/admin/rd/index.php/tw/?option=com_content&view=article&id=4786,Y,,unsupported_file_type
64ca15d10c825d42,40,error,admin/rd/files/20220817113841376735100E_1110231741_ATTACH1.jpg,/mnt/project/input/www/admin/rd/files/20220817113841376735100E_1110231741_ATTACH1.jpg,.jpg,5025099,2026-05-21T10:27:20,,,,,,,1,Preflight unsupported file: MinerU detected unsupported file type: psd,1,研究發展處_content_桃園市政府 「青春靚點子-學生創業挑戰賽」_4776.md,2022/8/18 上午 05:33:57,2022/8/18 上午 05:33:57,https://www.yzu.edu.tw/admin/rd/index.php/tw/?option=com_content&view=article&id=4776,Y,,unsupported_file_type
82e39153f6fb3caf,40,error,admin/ho/files/最新消息/桃園市教師會招收107年度會員收費帳號修正.pdf,/mnt/project/input/www/admin/ho/files/最新消息/桃園市教師會招收107年度會員收費帳號修正.pdf,.pdf,1465598,2026-05-21T10:11:26,,,,,,186.04,2,"Task 3823839c-25c3-417a-9dfc-10c9b6edd82c failed for batch#1001 (1 files): admin/ho/files/最新消息/桃園市教師會招收107年度會員收費帳號修正.pdf: {""task_id"": ""3823839c-25c3-417a-9dfc-10c9b6edd82c"", ""status"": ""failed"", ""backend"": ""pipeline"", ""file_names"": [""82e39153f6fb3caf_桃園市教師會招收107年度會員收費帳號修正""], ""created_at"": ""2026-06-14T17:31:16.002711+00:00"", ""started_at"": ""2026-06-14T17:31:16.003654+00:00"", ""completed_at"": ""2026-06-14T17:31:16.010152+00:00"", ""error"": ""Failed to load file 82e39153f6fb3caf_桃園市教師會招收107年度會員收費帳號修正.pdf: cannot identify image file <_io.BytesIO object at 0x7f854e413f60>"", ""status_url"": ""http://127.0.0.1:54593/tasks/3823839c-25c3-417a-9dfc-10c9b6edd82c"", ""result_url"": ""http://127.0.0.1:54593/tasks/3823839c-25c3-417a-9dfc-10c9b6edd82c/result"", ""queued_ahead"": 0}",1,人事室_content_桃園市教師會招收107年度會員，收費帳號修正_208.md,2017/9/7 上午 03:25:52,2017/9/7 上午 03:25:52,https://www.yzu.edu.tw/admin/ho/index.php/tw/?option=com_content&view=article&id=208,Y,3823839c-25c3-417a-9dfc-10c9b6edd82c,cannot_identify_image
5c0d1aa1a9efa90e,40,error,admin/st/images/7060cdbc-ce0b-44ca-8443-a7ab31dee7e5.png,/mnt/project/input/www/admin/st/images/7060cdbc-ce0b-44ca-8443-a7ab31dee7e5.png,.png,1681011,2026-05-21T10:54:46,,,,,,,1,Preflight unsupported file: image pixel count too large 9272x9123=84588456; limit=50000000,1,學務處_content_正確戴口罩4步驟(國語_英文_泰文)_1833.md,2020/6/12 上午 01:19:43,2020/6/12 上午 01:19:43,- **文章簡介**:,Y,,other
26acbf5113fc9e6d,40,error,library/images/main/sp/2018/sport-2.png,/mnt/project/input/www/library/images/main/sp/2018/sport-2.png,.png,2020315,2026-05-21T11:16:24,,,,,,,1,Preflight unsupported file: image pixel count too large 6661x9933=66163713; limit=50000000,2,圖書館_content_FB打卡「您拍照我送跑步機」_797.md | 圖書館_content_「三月，運動好時光」FB打卡「您拍照我送跑步機」_816.md,2018/3/15 上午 03:20:42 | 2018/3/28 上午 07:52:08,2018/3/28 上午 07:52:08,https://www.yzu.edu.tw/library/index.php/tw/20180315-2 | https://www.yzu.edu.tw/library/index.php/tw/fb-2,Y,,other
