assetId,ocrStatus,actualOcrChars,statusOcrChars,sourceBytes,extension,resolvedRelativePath,ocrMarkdownPath,linkedMdCount_status,linkedMdCount_manifest,linkedMdPaths,relationSamples
2a32e24827b29bf1,completed_cached,434455,0,345620,.pdf,admin/aa/files/1101學期優選名單.pdf,/mnt/project/cache/ocr_completed_cache/ocr_md_assets/2a32e24827b29bf1_1101學期優選名單.md,1,1,教務處_content_1101學期選課優選名單確認公告_1060.md,教務處_content_1101學期選課優選名單確認公告_1060.md#OCR1 files/1101學期優選名單.pdf
f88d3a33661e6a2e,completed_cached,432573,0,347654,.pdf,admin/aa/files/aatsc/111/1121priority.pdf,/mnt/project/cache/ocr_completed_cache/ocr_md_assets/f88d3a33661e6a2e_1121priority.md,2,2,教務處_content_【1121優選名單】填完所有每次課程之課程問卷（舊生需填11_1411.md | 教務處_content_【Priority Course Selection Sho_1412.md,教務處_content_【1121優選名單】填完所有每次課程之課程問卷（舊生需填11_1411.md#OCR1 http://www.yzu.edu.tw/admin/aa/files/aatsc/111/1121priority.pdf | 教務處_content_【Priority Course Selection Sho_1412.md#OCR1 http://www.yzu.edu.tw/admin/aa/files/aatsc/111/1121priority.pdf
1f9bfd9b397c4368,completed_cached,418926,0,605969,.pdf,admin/aa/files/Academic Service/eldorado0417/981meeting papers of teaching quality.pdf,/mnt/project/cache/ocr_completed_cache/ocr_md_assets/1f9bfd9b397c4368_981meeting_papers_of_teaching_quality.md,1,1,教務處_content_九十八學年度教學品質委員會會議_75.md,教務處_content_九十八學年度教學品質委員會會議_75.md#OCR1 http://www.yzu.edu.tw/admin/aa/files/Academic%20Service/eldorado0417/981meeting%20papers%20of%20teaching%20quality.pdf
0a3f48e46d01dc5e,completed_cached,418344,0,365942,.pdf,admin/aa/files/aatsc/113/1141priority.pdf,/mnt/project/cache/ocr_completed_cache/ocr_md_assets/0a3f48e46d01dc5e_1141priority.md,1,1,教務處_content_【1141優選名單_1141priority】填完所有每次課_1910.md,教務處_content_【1141優選名單_1141priority】填完所有每次課_1910.md#OCR1 http://www.yzu.edu.tw/admin/aa/files/aatsc/113/1141priority.pdf
ad639574f2035cb8,completed_cached,415244,0,128994,.xlsx,library/files/files/text/生活美學-網頁連結.xlsx,/mnt/project/cache/ocr_completed_cache/ocr_md_assets/ad639574f2035cb8_生活美學-網頁連結.md,1,1,圖書館_content_美學樂閱書展_841.md,圖書館_content_美學樂閱書展_841.md#OCR2 files/files/text/生活美學-網頁連結.xlsx
cc24ca41cfdaac3b,completed_cached,411548,0,362336,.pdf,admin/aa/files/aatsc/112/1122priority.pdf,/mnt/project/cache/ocr_completed_cache/ocr_md_assets/cc24ca41cfdaac3b_1122priority.md,2,2,教務處_content_【1122優選名單】填完所有每次課程之課程問卷（舊生需填11_1512.md | 教務處_content_【Priority Course Selection Sho_1113.md,教務處_content_【1122優選名單】填完所有每次課程之課程問卷（舊生需填11_1512.md#OCR1 http://www.yzu.edu.tw/admin/aa/files/aatsc/112/1122priority.pdf | 教務處_content_【Priority Course Selection Sho_1113.md#OCR1 http://www.yzu.edu.tw/admin/aa/files/aatsc/112/1122priority.pdf
175611cb2817ca84,completed_cached,404457,0,517988,.pdf,admin/ho/files/常見問題/pay/110年度薪資所得扣繳稅額表.pdf,/mnt/project/cache/ocr_completed_cache/ocr_md_assets/175611cb2817ca84_110年度薪資所得扣繳稅額表.md,1,1,人事室_content_薪資_113.md,人事室_content_薪資_113.md#OCR10 files/常見問題/pay/110年度薪資所得扣繳稅額表.pdf
e292b37de386dbed,completed_cached,403503,0,271183,.pdf,admin/ho/files/常見問題/pay/114年度薪資所得扣繳稅額表.pdf,/mnt/project/cache/ocr_completed_cache/ocr_md_assets/e292b37de386dbed_114年度薪資所得扣繳稅額表.md,1,1,人事室_content_薪資_113.md,人事室_content_薪資_113.md#OCR13 files/常見問題/pay/114年度薪資所得扣繳稅額表.pdf
47974089c381414e,completed_cached,400762,0,354906,.pdf,admin/aa/files/aatsc/112/1131priority.pdf,/mnt/project/cache/ocr_completed_cache/ocr_md_assets/47974089c381414e_1131priority.md,1,1,教務處_content_【1131優選名單_1131priority】填完所有每次課_1633.md,教務處_content_【1131優選名單_1131priority】填完所有每次課_1633.md#OCR1 http://www.yzu.edu.tw/admin/aa/files/aatsc/112/1131priority.pdf
2b418d68cdd1ab52,completed,396074,396074,12093692,.pdf,admin/aa/files/Curriculum/meeting/114-4/114-4校課程委員會議資料.pdf,/mnt/project/output/ocr_run/ocr_md_assets/2b418d68cdd1ab52_114-4校課程委員會議資料.md,1,1,教務處_content_114-4校課程委員會議_2202.md,教務處_content_114-4校課程委員會議_2202.md#OCR14 files/Curriculum/meeting/114-4/114-4校課程委員會議資料.pdf
618e8685dc873288,completed_cached,392875,0,839855,.pdf,admin/bo/files/法規/國外差旅日支數額表20230101起適用.pdf,/mnt/project/cache/ocr_completed_cache/ocr_md_assets/618e8685dc873288_國外差旅日支數額表20230101起適用.md,1,1,會計室_content_專案計畫報支法規要點及匯率查詢 -備份_162.md,會計室_content_專案計畫報支法規要點及匯率查詢 -備份_162.md#OCR16 files/法規/國外差旅日支數額表20230101起適用.pdf
